MOF structural features and topology,composition,Cv_gravimetric_300.00 (gravimetric heat capacity at 300 K),pCv_250.00 (predicted gravimetric heat capacity at 250 K),pCv_275.00 (predicted gravimetric heat capacity at 275 K),pCv_300.00 (predicted gravimetric heat capacity at 300 K),pCv_325.00 (predicted gravimetric heat capacity at 325 K),pCv_350.00 (predicted gravimetric heat capacity at 350 K),pCv_375.00 (predicted gravimetric heat capacity at 375 K),pCv_400.00 (predicted gravimetric heat capacity at 400 K)
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,7.914428419,8.656268328,9.39003294,10.112971,10.82154219,11.5119441,12.18059799
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.561200868,10.31848136,11.04998954,11.75365891,12.4276132,13.07039956,13.6810956
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.24839558,9.986188045,10.70767042,11.40888324,12.08618801,12.73658977,13.35787907
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,10.14389864,10.85016513,11.53309582,12.19092855,12.82211366,13.42543518,14.00008015
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.258907805,10.01196132,10.74782217,11.46190319,12.15023857,12.80973178,13.43822528
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.74172348,10.48040239,11.19876101,11.8931117,12.56031691,13.19800268,13.804605
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,7.930242172,8.678873975,9.420871595,10.15255873,10.86967968,11.56794523,12.24349028
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.707350853,10.45202769,11.17341223,11.86864116,12.5353368,13.1717252,13.7766744
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.241492602,9.99315243,10.7266015,11.43778626,12.12313448,12.7798088,13.40580322
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,10.08216985,10.80882075,11.50915141,12.18176189,12.8253993,13.43910938,14.02232009
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.358482265,10.08187008,10.79231323,11.48476213,12.15484519,12.79909241,13.41499464
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.842257415,10.55159543,11.24543173,11.91934747,12.56960967,13.19334546,13.7885618
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,7.940466556,8.681737424,9.415152425,10.13779904,10.84604949,11.53606043,12.20424043
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.605745751,10.35559265,11.08078231,11.77910202,12.44854147,13.08752945,13.69503989
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.148624848,9.901550809,10.63533068,11.34659839,12.03217074,12.68940599,13.31637227
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,10.17066184,10.87161394,11.55021643,12.20449541,12.83274765,13.43364358,14.00628382
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.520734428,10.3898186,11.22611255,12.02631627,12.7876275,13.50809062,14.18670047
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,10.02682205,10.85730923,11.65595197,12.42032657,13.14813069,13.83764975,14.4879422
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,9.510359544,10.38278595,11.2224269,12.02573242,12.78977383,13.51255029,14.19306059
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,10.09807461,10.91946137,11.71019214,12.46783225,13.18996455,13.87472456,14.52102053
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,17.33638105,17.98991959,18.57572584,19.10106278,19.57182285,19.99333314,20.37058726
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,17.02847331,17.75319619,18.3945381,18.96294477,19.46701484,19.91426955,20.31143323
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,16.15737685,17.1093923,17.92948692,18.63601622,19.24562391,19.77291317,20.23043034
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,14.80100726,15.84509727,16.75578356,17.5492895,18.24093279,18.84461817,19.37264412
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,15.20817074,16.36338538,17.34159254,18.1703942,18.87452185,19.47509929,19.98972819
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,16.93264472,17.63986573,18.26902469,18.82992538,19.3302847,19.77674566,20.17526394
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,16.55956685,17.32370128,18.0000455,18.59986729,19.13231588,19.60529583,20.02581942
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,16.02855481,17.01757678,17.86849583,18.59942481,19.22774729,19.76907848,20.23694494
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,14.69243032,15.75637543,16.68336536,17.49008495,18.19236879,18.80460462,19.33950647
"linker n1ccc(cc1)C=Cc1ccncc1, nodes [Co], [O], [V], topology ",,,16.16892887,17.13464163,17.96781912,18.68490974,19.302203,19.83457885,20.29505746
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,20.41348763,20.66410866,20.86244613,21.02185356,21.15173955,21.25887116,21.34820585
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,20.80136991,21.0572882,21.25939327,21.42155464,21.55350501,21.66222013,21.752795
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,20.52452406,20.75771127,20.94086949,21.08715537,21.20572646,21.30309765,21.38399573
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,20.87642919,21.13019404,21.32984484,21.48953848,21.61914337,21.72569247,21.81429788
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.388188299,4.045848854,4.726090705,5.411709726,6.089181305,6.748727217,7.383898357
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.358756939,4.010734901,4.687707547,5.372004017,6.049575523,6.71016545,7.346933463
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.375782016,4.034992663,4.717458866,5.405599088,6.085610601,6.747537848,7.384834645
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.387916111,4.039308888,4.714817019,5.397147322,6.072546538,6.730972873,7.365732283
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.450971188,4.11805611,4.806187015,5.497975348,6.179911176,6.842356657,7.479067026
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.341754381,3.992030076,4.666922682,5.3489757,6.024343449,6.682922319,7.317967495
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.425178931,4.085500967,4.767802796,5.454869755,6.133176046,6.792970651,7.427858231
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.292999133,3.943905194,4.620979719,5.306261094,5.985442254,6.648056072,7.287099899
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.445778773,4.104249728,4.783608519,5.467029531,6.141367995,6.797179148,7.428282612
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.477620727,4.136358848,4.816961939,5.502251912,6.178767266,6.836816504,7.4700478
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.425867693,4.083462738,4.76399925,5.450040868,6.127886351,6.78764669,7.422818253
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,3.433216464,4.088481262,4.76664693,5.450398199,6.12611395,6.78393983,7.417370996
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.494496001,8.315577033,9.121643287,9.90868173,10.67289429,11.41083603,12.11961778
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.317796677,10.10312932,10.86535771,11.6003108,12.30453787,12.97557133,13.61193676
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.805052742,8.590837404,9.3618639,10.11577373,10.84962345,11.560327,12.24505282
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.348127564,10.1173455,10.8668609,11.59191848,12.28855256,12.95385481,13.58598164
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.671595704,8.467177536,9.249588609,10.01548482,10.76122132,11.48324796,12.17845349
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.428452995,10.20900577,10.96460855,11.69222217,12.38903546,13.05292141,13.68257049
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.761919527,7.57033281,8.373711349,9.164057511,9.935153893,10.6822223,11.40169677
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.817279048,7.583788898,8.346863856,9.10176024,9.843882785,10.56887175,11.27280792
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.58243149,7.385657587,8.181901443,8.96529235,9.731054002,10.47516033,11.19426
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.779656107,8.569924867,9.344518076,10.1012441,10.83733111,11.54984581,12.2360814
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.336605194,10.11542317,10.87254262,11.60365049,12.30512174,12.97431057,13.60957649
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.695120182,8.502315777,9.296847208,10.07438344,10.8307114,11.56199829,12.26503908
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.431893002,10.22822627,10.99948573,11.74169431,12.45155208,13.12673457,13.76591689
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.727992219,8.5360187,9.329308825,10.10433639,10.85747421,11.58528988,12.28483666
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.342261801,10.11919194,10.87534545,11.605948,12.30711295,12.97605444,13.61106253
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.903659535,7.646195226,8.39089689,9.131604725,9.862704448,10.57909469,11.27630903
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.729321276,7.486058181,8.246580228,9.003647324,9.750806663,10.48236845,11.19349766
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.863520541,7.671418246,8.474791977,9.265438681,10.03690052,10.78420978,11.50368207
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.595679396,8.397978932,9.186119302,9.956674681,10.70605231,11.4308184,12.12799988
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.25326587,10.03974849,10.80226403,11.53692131,12.24046449,12.91056633,13.54585508
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.635022662,8.419290969,9.187153177,9.937023043,10.66656293,11.37312075,12.054147
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.294443693,10.05974656,10.80447344,11.52445469,12.21618487,12.87707158,13.50545825
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.702237908,8.491861663,9.264618759,10.01879196,10.75201861,11.46165936,12.14519143
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.253502438,10.04253826,10.80824556,11.54612389,12.25255425,12.92502057,13.56207824
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.271459555,7.037525395,7.802616043,8.560791705,9.306767269,10.03580419,10.74378538
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.231054264,6.981123198,7.729309853,8.470682304,9.200628606,9.914808973,10.60930284
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.701638388,7.48683747,8.267458894,9.037388197,9.791371169,10.52492463,11.23435415
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.795502248,8.575767537,9.342438115,10.09299846,10.82436509,11.53332102,12.21691301
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.433795327,10.20457678,10.95423852,11.6783375,12.37319297,13.03614255,13.66554501
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.623071088,8.426617504,9.216041796,9.987870972,10.7385285,11.46461212,12.16317497
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.421555165,10.19093925,10.93863611,11.6607265,12.35380155,13.0153146,13.64365091
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.852520408,8.639684943,9.412076596,10.16715923,10.90191111,11.61321705,12.29824284
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,9.318957342,10.09600891,10.85351229,11.58600983,12.28920884,12.96009675,13.59684877
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.856767996,7.594877497,8.336911784,9.076555214,9.807917009,10.52558206,11.22478506
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,6.549862021,7.33829617,8.121696827,8.894583168,9.652213432,10.39040752,11.10556897
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,7.079257905,7.905420556,8.720428478,9.515799365,10.28565527,11.02608453,11.73463181
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,12.82749511,13.72591037,14.5642239,15.34100547,16.05633264,16.7118318,17.31033158
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.98274809,15.72574594,16.38224758,16.96721513,17.4922624,17.96645273,18.39692048
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.20033909,15.05516431,15.81715352,16.4999283,17.11430906,17.66903792,18.17130735
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.04272189,14.91637341,15.69163089,16.38394198,17.00540416,17.56563422,18.0724108
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.88682371,15.67981873,16.37956301,17.00236687,17.56058958,18.0637493,18.51931474
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,13.91585865,14.77983318,15.55566618,16.25406606,16.88427502,17.45422394,17.97072362
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,15.10685315,15.83618802,16.49709813,17.09722986,17.64306296,18.14016674,18.59339489
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,15.45861688,16.16454971,16.79620682,17.3652135,17.88041907,18.34873275,18.77569007
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,15.87792553,16.535193,17.12269058,17.65207669,18.13191746,18.56871502,18.96757078
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.3099952,15.14955573,15.90164018,16.5774479,17.1863368,17.73620203,18.23377346
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.56977059,15.37541237,16.08349039,16.71128634,17.27224377,17.77685661,18.23337025
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,13.38938417,14.22866478,15.01913311,15.7563982,16.43844528,17.06542949,17.63913999
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.49189673,15.57413246,16.51748743,17.33920659,18.05551577,18.68101954,19.22853077
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.87253308,15.93695421,16.8578957,17.65500286,18.34603194,18.94655172,19.46996378
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.30938573,15.13638274,15.87039941,16.52656104,17.11641123,17.64895767,18.13140118
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,12.88283039,13.53475715,14.12604182,14.66418497,15.15532673,15.60454841,16.01612112
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,10.65468607,11.26479556,11.81905636,12.32491084,12.78808584,13.2131385,13.60381697
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,13.47430953,14.36837281,15.17055849,15.89215935,16.54280966,17.13074645,17.66304857
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,13.36368062,14.14944797,14.89544983,15.59618556,16.24854804,16.85165152,17.40633177
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,13.48052775,14.38279082,15.18369203,15.89769846,16.53712799,17.11228333,17.63171514
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.87044131,15.63767029,16.3296226,16.95540663,17.52261087,18.03765938,18.50607077
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.9316375,15.70839573,16.40221038,17.0253655,17.58748856,18.09629502,18.55810383
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.9535557,15.74130054,16.43444305,17.05054358,17.60256495,18.10027946,18.55122484
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,13.86108654,14.73308666,15.51631574,16.22155294,16.85805073,17.43374423,17.95545943
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,15.83170224,16.46932539,17.03159345,17.53247447,17.98276829,18.3908225,18.7630945
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,12.4849353,13.46205989,14.36728544,15.20000237,15.96146236,16.65459603,17.28352081
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,14.99931894,16.06123279,16.97911759,17.77340147,18.46215345,19.06101156,19.58333348
"linker [O]OC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-], nodes [In], topology ",,,15.92203798,16.8806739,17.70445226,18.4150189,19.03025104,19.56495759,20.03144007
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,21.09612335,21.42965792,21.69347703,21.90540142,22.07799018,22.22027384,22.33886519
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,21.27784415,21.582645,21.82389501,22.01780494,22.17580717,22.30612788,22.41479491
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,21.00644214,21.35413022,21.62908074,21.84989603,22.02968624,22.17787701,22.30136914
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,21.09489087,21.42862144,21.6925943,21.90464126,22.07732913,22.219694,22.33835266
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,21.28023065,21.58466128,21.82561852,22.01929354,22.17710478,22.30726835,22.41580469
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,21.00705791,21.35464926,21.62952348,21.85027773,22.03001842,22.17816854,22.30162694
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,3.345870824,4.040656281,4.751459993,5.461160727,6.156873848,6.829667081,7.473953386
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,3.342516642,4.037079184,4.747801503,5.457523294,6.153326983,6.826254888,7.470701414
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,3.347026124,4.041891987,4.752779863,5.462552762,6.158319943,6.831148152,7.475451857
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,3.345914913,4.040700276,4.751503316,5.461202952,6.156914681,6.829706335,7.473990955
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,3.342484029,4.037046455,4.747768929,5.457491106,6.153295376,6.826224022,7.470671412
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,3.347012163,4.041878345,4.752766634,5.462540023,6.158307745,6.831136524,7.475440808
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,6.640319598,7.429535839,8.216946914,8.996004935,9.76093548,10.5066733,11.22894322
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.749129772,8.551444881,9.344514219,10.12321023,10.88229806,11.61704235,12.32356607
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.331313266,8.195394193,9.04025726,9.861846344,10.65638232,11.42052211,12.15156944
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,9.209326307,10.03621583,10.82914475,11.58571278,12.30453002,12.98498282,13.62708667
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,6.649763512,7.437171508,8.22310846,9.000969286,9.764929517,10.50988155,11.23151511
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.748077789,8.549463838,9.341767416,10.11987104,10.87852418,11.61296732,12.31929849
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.334662987,8.198976225,9.043867001,9.865379061,10.65978647,11.42377445,12.15466176
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,9.201896448,10.02786666,10.82025823,11.57658868,12.29538953,12.97598153,13.61832906
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,6.642930055,7.433010664,8.220854583,9.000075436,9.765002635,10.51063747,11.23274734
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.749210664,8.551627114,9.344781014,10.12354059,10.88267205,11.61744323,12.32398069
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.327305008,8.19147244,9.036502836,9.858300477,10.65306184,11.41742919,12.14869767
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,9.211947707,10.03849247,10.83112082,11.58741483,12.30597996,12.98620242,13.62809833
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,6.640358487,7.429581808,8.21699748,8.996058314,9.76099037,10.50672874,11.2289985
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.749130401,8.551441259,9.344507156,10.12320041,10.88228606,11.6170287,12.3235512
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.331298343,8.195381692,9.040247127,9.861838365,10.65637621,11.42051757,12.15156618
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,9.209331615,10.03621862,10.82914666,11.58571487,12.30453294,12.98498694,13.62709214
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,6.649740435,7.437152676,8.223091563,9.000952598,9.764911849,10.50986217,11.23149364
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.748111569,8.549493088,9.341791494,10.11988985,10.87853794,11.61297645,12.31930351
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.334692871,8.199011101,9.043904647,9.865417866,10.6598253,11.42381252,12.15469857
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,9.201877386,10.02784773,10.82023915,11.57656936,12.29536998,12.97596182,13.61830927
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,6.64291803,7.43300141,8.220847959,9.000071021,9.764999928,10.51063599,11.23274668
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.749203687,8.551623393,9.344779118,10.1235396,10.88267138,11.61744253,12.32397975
"linker [O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-], nodes [Zn], topology dmd",,,7.327271234,8.191440298,9.036472156,9.8582711,10.65303364,11.41740209,12.1486716
