doi,Electrical resistivity (Ωcm),Seebeck coefficient (μCV/K),ZT (thermoelectric figure of merit) ,formula,synthesis,form,temperature,Thermal conductivity (W/mK),Average atomic mass (g/mol),Scarcity (wt fraction/abundance),HHIP (Herfindahl?Hirschman Index for elemental production),HHIR (Herfindahl?Hirschman Index for elemental reserves),Unit cell volume (Å³),Average atomic volume (Å³),Atoms per unit cell,Electrical conductivity (Ω⁻¹ cm⁻¹),Power Factor (W/(K²m)),S² (μV/K)²,Electronic fraction of thermal conductivity (ϰₑ/ϰ)
10.1111/j.1551-2916.2010.03673.x,0.015,-104,0.02,Ca1Gd0.94Mn0.06O3,Co-precipitation,polycrystalline,300,2.85,47.84,108400,6625,2310,210.36,10.518,20,68.8,7.48E-05,10900,0.018
10.1111/j.1551-2916.2010.03673.x,0.028,-215,0.07,Ca1Gd0.98Mn0.02O3,Co-precipitation,polycrystalline,400,,48.66,111100,6744,2336,210.36,10.518,20,36.3,0.000168,46400,
10.1111/j.1551-2916.2010.03673.x,0.013,-164,0.08,Ca1Gd0.96Mn0.04O3,Co-precipitation,polycrystalline,400,1.615,48.25,109800,6685,2323,210.36,10.518,20,77.7,0.000208,26700,0.047
10.1111/j.1551-2916.2010.03673.x,0.011,-119,0.05,Ca1Gd0.94Mn0.06O3,Co-precipitation,polycrystalline,400,2.57,47.84,108400,6625,2310,210.36,10.518,20,88.1,0.000124,14000,0.033
10.1111/j.1551-2916.2010.03673.x,0.022,-228,0.16,Ca1Gd0.98Mn0.02O3,Co-precipitation,polycrystalline,700,,48.66,111100,6744,2336,210.36,10.518,20,45.2,0.000235,51900,
10.1111/j.1551-2916.2010.03673.x,0.012,-173,0.18,Ca1Gd0.96Mn0.04O3,Co-precipitation,polycrystalline,700,1.346,48.25,109800,6685,2323,210.36,10.518,20,85.7,0.000255,29800,0.109
10.1111/j.1551-2916.2010.03673.x,0.00866,-145,0.17,Ca1Gd0.94Mn0.06O3,Co-precipitation,polycrystalline,700,2.139,47.84,108400,6625,2310,210.36,10.518,20,115,0.000242,20900,0.092
10.1111/j.1551-2916.2010.03673.x,0.023,-235,0.24,Ca1Gd0.98Mn0.02O3,Co-precipitation,polycrystalline,1000,,48.66,111100,6744,2336,210.36,10.518,20,44,0.000244,55400,
10.1111/j.1551-2916.2010.03673.x,0.011,-173,0.28,Ca1Gd0.96Mn0.04O3,Co-precipitation,polycrystalline,1000,1.28,48.25,109800,6685,2323,210.36,10.518,20,94.6,0.000282,29800,0.18
10.1111/j.1551-2916.2010.03673.x,0.00887,-145,0.24,Ca1Gd0.94Mn0.06O3,Co-precipitation,polycrystalline,1000,1.945,47.84,108400,6625,2310,210.36,10.518,20,113,0.000236,20900,0.141
10.1111/j.1551-2916.2012.05169.x,0.00114,-19,0.0095,Sr4.5Nb4.5O15.5,"floating zone method, Ar",single crystal,300,2.45,43.28,22330,5032,4699,735.99,14.154,52,877,3.17E-05,361,0.262
10.1111/j.1551-2916.2012.05169.x,0.005,-107,0.07,Sr1.6La0.4Nb2O7,"floating zone method, Ar",single,300,1.8,44.87,24210,5577,4628,597.36,13.576,44,200,0.000229,11400,0.081
10.1126/science.1159725,0.00274,140,0.22,Tl0.01Pb0.99Te1,melted,polycrystalline,300,1.942,167.39,381200000,2806,3012,269.84,33.73,8,365,0.000719,19700,0.137
10.1126/science.1159725,0.00239,136,0.23,Tl0.02Pb0.98Te1,melted,polycrystalline,300,2.168,167.37,381300000,2829,3041,269.84,33.73,8,418,0.000775,18500,0.141
10.1126/science.1159725,0.00355,201,0.46,Tl0.01Pb0.99Te1,melted,polycrystalline,400,1.552,167.39,381200000,2806,3012,269.84,33.73,8,282,0.00114,40600,0.177
10.1126/science.1159725,0.00291,195,0.52,Tl0.02Pb0.98Te1,melted,polycrystalline,400,1.656,167.37,381300000,2829,3041,269.84,33.73,8,344,0.00131,38100,0.203
10.1126/science.1159725,0.00873,324,0.84,Tl0.01Pb0.99Te1,melted,polycrystalline,700,0.965,167.39,381200000,2806,3012,269.84,33.73,8,115,0.0012,105000,0.203
10.1126/science.1159725,0.00536,328,1.4,Tl0.02Pb0.98Te1,melted,polycrystalline,700,1.01,167.37,381300000,2829,3041,269.84,33.73,8,186,0.002,107000,0.315
10.1126/science.287.5455.1024,0.000774,105,0.43,Cs1Bi4Te6,"melted, air",single crystal,300,,157.68,469800000,4289,5526,3250.47,36.937,88,1290,0.00143,11100,
10.1126/science.287.5455.1024,0.00085,154,0.84,Sb0.005I0.015Cs0.995Bi3.98Te5.97,"melted, air",single crystal,300,1.5,157.62,469100000,4291,5525,3250.47,36.937,88,1180,0.0028,23800,0.574
10.1143/JJAP.38.L1336,28.9,295,0.000121,Li0.0024Ni0.9976O1,Solid state reaction,polycrystalline,400,16.172,37.28,6484,883.7,1270,72.93,9.116,8,0.035,3.01E-07,87000,2.09E-06
10.1143/JJAP.38.L1336,5.086,249,0.000489,Li0.0066Ni0.9944O1,Solid state reaction,polycrystalline,400,8.328,37.19,6498,884.2,1270,72.93,9.116,8,0.197,1.22E-06,62200,2.30E-05
10.1143/JJAP.38.L1336,0.064,117,0.00851,Li0.0184Ni0.9816O1,Solid state reaction,polycrystalline,400,,36.87,6533,885.3,1271,72.93,9.116,8,15.6,2.13E-05,13700,
10.1143/JJAP.38.L1336,0.012,103,0.03,Li0.0242Ni0.9758O1,Solid state reaction,polycrystalline,400,3.751,36.72,6552,885.9,1272,72.93,9.116,8,81,8.53E-05,10500,0.021
10.1143/JJAP.38.L1336,153,483,0.000107,Ni1O1,Solid state reaction,polycrystalline,700,,37.35,6477,883.5,1269,72.93,9.116,8,0.00654,1.53E-07,234000,
10.1143/JJAP.38.L1336,0.263,250,0.02,Li0.0024Ni0.9976O1,Solid state reaction,polycrystalline,700,11.391,37.28,6484,883.7,1270,72.93,9.116,8,3.804,2.37E-05,62400,0.00057
10.1143/JJAP.38.L1336,0.032,200,0.09,Li0.0066Ni0.9944O1,Solid state reaction,polycrystalline,700,6.01,37.19,6498,884.2,1270,72.93,9.116,8,31.6,0.000127,40200,0.00899
10.1143/JJAP.38.L1336,0.02,98,0.03,Li0.0184Ni0.9816O1,Solid state reaction,polycrystalline,700,,36.87,6533,885.3,1271,72.93,9.116,8,50.5,4.84E-05,9580,
10.1143/JJAP.38.L1336,0.00487,77,0.09,Li0.0242Ni0.9758O1,Solid state reaction,polycrystalline,700,3.496,36.72,6552,885.9,1272,72.93,9.116,8,206,0.000123,5990,0.1
10.1143/JJAP.38.L1336,14.6,643,0.00282,Ni1O1,Solid state reaction,polycrystalline,1000,,37.35,6477,883.5,1269,72.93,9.116,8,0.068,2.82E-06,413000,
10.1143/JJAP.38.L1336,0.047,262,0.15,Li0.0024Ni0.9976O1,Solid state reaction,polycrystalline,1000,8.444,37.28,6484,883.7,1270,72.93,9.116,8,21.5,0.000148,68900,0.0062
10.1143/JJAP.38.L1336,0.028,207,0.15,Li0.0066Ni0.9944O1,Solid state reaction,polycrystalline,1000,5.305,37.19,6498,884.2,1270,72.93,9.116,8,35.1,0.00015,42700,0.016
10.1143/JJAP.38.L1336,0.00666,105,0.17,Li0.0184Ni0.9816O1,Solid state reaction,polycrystalline,1000,,36.87,6533,885.3,1271,72.93,9.116,8,150,0.000166,11100,
10.1143/JJAP.38.L1336,0.00387,79,0.16,Li0.0242Ni0.9758O1,Solid state reaction,polycrystalline,1000,2.55,36.72,6552,885.9,1272,72.93,9.116,8,258,0.000163,6320,0.247
10.1143/JJAP.39.L1127,0.00147,135,0.37,Ca2Co2O5,melted,single crystal,300,2.3,30.89,15420,2551,1702,236.38,10.883,21.72,681,0.00124,18200,0.217
10.1143/JJAP.39.L1127,0.00147,142,0.55,Ca2Co2O5,melted,single crystal,400,2.35,30.89,15420,2551,1702,236.38,10.883,21.72,682,0.00138,20300,0.283
10.1143/JJAP.39.L1127,0.00145,173,1.46,Ca2Co2O5,melted,single crystal,700,2.6,30.89,15420,2551,1702,236.38,10.883,21.72,691,0.00208,30100,0.454
10.1143/JJAP.39.L1127,0.00138,207,3.12,Ca2Co2O5,melted,single crystal,1000,2.9,30.89,15420,2551,1702,236.38,10.883,21.72,725,0.00312,43000,0.61
10.1143/JJAP.40.4644,0.000295,82,0.68,Na1Co2O4,"flux (NaCl), air",single crystal,300,19.08,29.26,20930,2036,1740,75.67,10.81,7,3390,0.00228,6710,0.13
10.1143/JJAP.40.4644,0.00211,104,0.15,Na1Co2O4,"solid state reaction, air",polycrystalline,300,1.904,29.26,20930,2036,1740,75.67,10.81,7,475,0.000514,10800,0.183
10.1143/JJAP.40.4644,0.000354,98,1.09,Na1Co2O4,"flux (NaCl), air",single crystal,400,13.53,29.26,20930,2036,1740,75.67,10.81,7,2830,0.00271,9600,0.204
10.1143/JJAP.40.4644,0.00253,118,0.22,Na1Co2O4,"solid state reaction, air",polycrystalline,400,1.834,29.26,20930,2036,1740,75.67,10.81,7,395,0.000551,13900,0.21
10.1143/JJAP.40.4644,0.000484,146,3.08,Na1Co2O4,"flux (NaCl), air",single crystal,700,5.702,29.26,20930,2036,1740,75.67,10.81,7,2060,0.0044,21300,0.618
10.1143/JJAP.40.4644,0.0034,161,0.53,Na1Co2O4,"solid state reaction, air",polycrystalline,700,2.093,29.26,20930,2036,1740,75.67,10.81,7,294,0.000762,25900,0.24
10.1143/JJAP.40.4644,0.0006,200,6.67,Na1Co2O4,"flux (NaCl), air",single crystal,1000,4.764,29.26,20930,2036,1740,75.67,10.81,7,1670,0.00667,40000,0.854
10.1143/JJAP.40.4644,0.004,175,0.77,Na1Co2O4,"solid state reaction, air",polycrystalline,1000,2.224,29.26,20930,2036,1740,75.67,10.81,7,250,0.000766,30600,0.274
10.1201/9781420049718.ch19,0.00055,162,1.43,Bi2Te3,melted,single crystal,300,1.468,160.15,508700000,4147,5487,509.21,33.947,15,1820,0.00477,26200,0.906
10.1201/9781420049718.ch19,0.00045,-174,2.02,Bi2Te3,melted,single crystal,300,4.017,160.15,508700000,4147,5487,509.21,33.947,15,2220,0.00673,30300,0.405
10.1201/9781420049718.ch19,0.00019,38,0.23,Sb2Te3,melted,single crystal,300,3.378,125.26,613100000,4841,4345,479.59,31.973,15,5260,0.00076,1440,1.141
10.1201/9781420049718.ch19,0.000122,63,0.98,Sb2Te3,melted,single crystal,300,5.205,125.26,613100000,4841,4345,479.59,31.973,15,8200,0.00325,3970,1.153
10.1201/9781420049718.ch22,0.000694,79,0.27,Ag0.15Sb0.15Te1.15Ge0.85,melted,single crystal,300,1.499,105.62,605500000,3762,3810,479.59,31.973,15,1440,0.000891,6190,0.704
10.1201/9781420049718.ch22,0.00085,122,0.7,Ag0.15Sb0.15Te1.15Ge0.85,melted,single crystal,400,1.531,105.62,605500000,3762,3810,479.59,31.973,15,1180,0.00176,14900,0.75
10.1201/9781420049718.ch22,0.00121,199,2.29,Ag0.15Sb0.15Te1.15Ge0.85,melted,single crystal,700,1.651,105.62,605500000,3762,3810,479.59,31.973,15,824,0.00326,39600,0.853
10.1201/9781420049718.ch22,0.00128,166,2.15,Ag0.15Sb0.15Te1.15Ge0.85,melted,single crystal,1000,2.272,105.62,605500000,3762,3810,479.59,31.973,15,784,0.00215,27500,0.842
10.1557/jmr.2010.78,0.062,-220,0.02,Sr0.61Ba0.39Nb2O6,"templated grain growth, air, anneal PO<sub>2</sub> 10<sup>-14</sup>",polycrystalline,300,1.667,43.2,26540,5182,5061,610.4,13.564,45,16.2,7.82E-05,48400,0.0071
10.1557/jmr.2010.78,0.016,-220,0.12,Sr0.61Ba0.39Nb2O6,"templated grain growth, air, anneal PO<sub>2</sub> 10<sup>-14</sup>",polycrystalline,400,2.02,43.2,26540,5182,5061,610.4,13.564,45,61.6,0.000298,48400,0.03
10.1557/jmr.2010.78,0.008,-216,0.41,Sr0.61Ba0.39Nb2O6,"templated grain growth, air, anneal PO<sub>2</sub> 10<sup>-14</sup>",polycrystalline,700,2.172,43.2,26540,5182,5061,610.4,13.564,45,125,0.000583,46700,0.098
10.1557/jmr.2011.140,0.02,-180,0.05,Ca1Mn0.98Nb0.02O3,Ultrasonic Spray Pyrolysis,polycrystalline,300,2.5,28.75,1087,1950,1369,208.21,10.41,20,50,0.000162,32400,0.015
10.1557/jmr.2011.140,0.022,-204,0.08,Ca1Mn0.98Nb0.02O3,Ultrasonic Spray Pyrolysis,polycrystalline,400,2.075,28.75,1087,1950,1369,208.21,10.41,20,46.4,0.000193,41600,0.022
10.1557/jmr.2011.140,0.028,-235,0.14,Ca1Mn0.98Nb0.02O3,Ultrasonic Spray Pyrolysis,polycrystalline,700,1.631,28.75,1087,1950,1369,208.21,10.41,20,35.3,0.000194,55000,0.037
10.1557/jmr.2011.140,0.031,-248,0.2,Ca1Mn0.98Nb0.02O3,Ultrasonic Spray Pyrolysis,polycrystalline,1000,1.381,28.75,1087,1950,1369,208.21,10.41,20,32.4,0.0002,61600,0.057
10.1557/jmr.2011.163,0.00113,-192,0.98,In0.2Co4Sb12,Solid state reaction,polycrystalline,300,2.57,106.16,4318000,7180,3295,742.742,22.924,32.4,882,0.00326,36900,0.251
10.1557/jmr.2011.163,0.00129,-214,1.43,In0.2Co4Sb12,Solid state reaction,polycrystalline,400,2.214,106.16,4318000,7180,3295,742.742,22.924,32.4,777,0.00357,46000,0.342
10.1557/jmr.2011.163,0.0016,-248,2.68,In0.2Co4Sb12,Solid state reaction,polycrystalline,700,1.937,106.16,4318000,7180,3295,742.742,22.924,32.4,626,0.00383,61300,0.552
10.1557/PROC-793-S3.3,0.00284,-20,0.00556,La1Ni1O3,"Evaporate nitrates (1173 K, air)",polycrystalline,400,,49.12,17470,5693,2221,339.43,11.314,30,352,1.39E-05,395,
10.1557/PROC-793-S3.3,0.00267,-21,0.00657,La0.9Bi0.1Ni1O3,"Evaporate nitrates (1173 K, air)",polycrystalline,400,,50.52,4882000,5452,2483,339.43,11.314,30,374,1.64E-05,439,
10.1557/PROC-793-S3.3,0.0046,-26,0.01,La1Ni1O3,"Evaporate nitrates (1173 K, air)",polycrystalline,700,,49.12,17470,5693,2221,339.43,11.314,30,217,1.44E-05,664,
10.1557/PROC-793-S3.3,0.00413,-28,0.01,La0.9Bi0.1Ni1O3,"Evaporate nitrates (1173 K, air)",polycrystalline,700,,50.52,4882000,5452,2483,339.43,11.314,30,242,1.96E-05,810,
10.1557/PROC-793-S3.3,0.00622,-27,0.01,La1Ni1O3,"Evaporate nitrates (1173 K, air)",polycrystalline,1000,,49.12,17470,5693,2221,339.43,11.314,30,161,1.17E-05,731,
10.1557/PROC-793-S3.3,0.00609,-31,0.02,La0.9Bi0.1Ni1O3,"Evaporate nitrates (1173 K, air)",polycrystalline,1000,,50.52,4882000,5452,2483,339.43,11.314,30,164,1.56E-05,948,
10.3390/ma3042606,0.000324,-41,0.16,Bi1.2S1.2Ti2S4,"solid-liquid-vapor reaction, vacuum",polycrystalline,300,2.94,61.1,28740000,3036,3543,175.2,20.857,8.4,3090,0.000526,1710,0.768
10.3390/ma3042606,0.00046,-51,0.17,Pb1.8S1.8Ti2S4,"solid-liquid-vapor reaction, vacuum",polycrystalline,300,2.9,68.19,48160,1920,1526,175.2,20.857,8.4,2170,0.000561,2580,0.549
10.3390/ma3042606,0.000478,-65,0.26,Sn1.2S1.2Ti2S4,"solid-liquid-vapor reaction, vacuum",polycrystalline,300,2.66,48.21,157400,1480,1355,175.2,20.857,8.4,2090,0.000878,4200,0.576
10.3390/ma3042606,0.000499,-55,0.24,Bi1.2S1.2Ti2S4,"solid-liquid-vapor reaction, vacuum",polycrystalline,400,2.41,61.1,28740000,3036,3543,175.2,20.857,8.4,2000,0.000603,3010,0.812
10.3390/ma3042606,0.000728,-71,0.28,Pb1.8S1.8Ti2S4,"solid-liquid-vapor reaction, vacuum",polycrystalline,400,2.51,68.19,48160,1920,1526,175.2,20.857,8.4,1370,0.000689,5010,0.534
10.3390/ma3042606,0.00085,-89,0.37,Sn1.2S1.2Ti2S4,"solid-liquid-vapor reaction, vacuum",polycrystalline,400,2.03,48.21,157400,1480,1355,175.2,20.857,8.4,1180,0.000928,7890,0.566
10.3390/ma3042606,0.000948,-89,0.59,Bi1.2S1.2Ti2S4,"solid-liquid-vapor reaction, vacuum",polycrystalline,700,2.11,61.1,28740000,3036,3543,175.2,20.857,8.4,1050,0.000838,7940,0.854
10.3390/ma3042606,0.00217,-129,0.53,Pb1.8S1.8Ti2S4,"solid-liquid-vapor reaction, vacuum",polycrystalline,700,1.95,68.19,48160,1920,1526,175.2,20.857,8.4,460,0.000764,16600,0.403
10.3390/ma3042606,0.00217,-141,0.64,Sn1.2S1.2Ti2S4,"solid-liquid-vapor reaction, vacuum",polycrystalline,700,1.69,48.21,157400,1480,1355,175.2,20.857,8.4,460,0.000912,19800,0.465
10.1063/1.1562337,0.00197,126,0.24,Ca3Co4O9,"flux (SrCl2), air",single crystal,300,3.51,31.25,17150,2511,1757,147.11,10.865,13.54,507,0.000799,15800,0.106
10.1063/1.1562337,0.00217,152,0.43,Ca3Co4O9,"flux (SrCl2), air",single crystal,400,3.444,31.25,17150,2511,1757,147.11,10.865,13.54,460,0.00106,23100,0.13
10.1063/1.1562337,0.00231,197,1.17,Ca3Co4O9,"flux (SrCl2), air",single crystal,700,3.15,31.25,17150,2511,1757,147.11,10.865,13.54,432,0.00168,38800,0.234
10.1063/1.1562337,0.00227,245,2.64,Ca3Co4O9,"flux (SrCl2), air",single crystal,1000,2.837,31.25,17150,2511,1757,147.11,10.865,13.54,440,0.00264,60000,0.379
10.1126/science.272.5266.1325,0.000993,68,0.14,Ce1Fe4Sb12,"melted, vacuum",polycrystalline,300,,107.33,4005000,7355,3146,762.3,22.421,34,1010,0.000469,4660,
10.1126/science.272.5266.1326,0.00147,87,0.15,Ce1Fe3Co1Sb12,"melted, vacuum",polycrystalline,300,1.37,107.51,4000000,7367,3185,756.81,22.259,34,679,0.000509,7490,0.363
10.1126/science.272.5266.1327,0.00274,104,0.12,Ce1Fe2.5Co1.5Sb12,"melted, vacuum",polycrystalline,300,,107.6,3997000,7373,3204,756.81,22.259,34,365,0.000397,10900,
10.1126/science.272.5266.1328,0.00473,108,0.07,Ce1Fe2Co2Sb12,"melted, vacuum",polycrystalline,300,,107.69,3994000,7379,3223,747,21.971,34,211,0.000245,11600,
10.1126/science.272.5266.1329,0.01,-87,0.02,Ce1Fe1Co3Sb12,"melted, vacuum",polycrystalline,300,,107.88,3988000,7391,3261,747,21.971,34,95.7,7.24E-05,7570,
10.1126/science.272.5266.1330,0.061,16,0.000131,Ce1Fe1.5Co2.5Sb12,"melted, vacuum",polycrystalline,300,,107.78,3991000,7385,3242,747,21.971,34,16.4,4.38E-07,267,
10.1126/science.272.5266.1331,0.00164,108,0.21,La1Fe3Co1Sb12,"melted, vacuum",polycrystalline,300,1.6,107.44,4003000,7366,3185,752.85,22.143,34,609,0.000715,11700,0.278
10.1126/science.272.5266.1332,0.00106,87,0.29,Ce1Fe4Sb12,"melted, vacuum",polycrystalline,400,,107.33,4005000,7355,3146,762.3,22.421,34,947,0.000717,7570,
10.1126/science.272.5266.1333,0.00163,108,0.29,Ce1Fe3Co1Sb12,"melted, vacuum",polycrystalline,400,,107.51,4000000,7367,3185,756.81,22.259,34,615,0.000713,11600,
10.1126/science.272.5266.1334,0.00288,123,0.21,Ce1Fe2.5Co1.5Sb12,"melted, vacuum",polycrystalline,400,,107.6,3997000,7373,3204,756.81,22.259,34,347,0.000526,15100,
10.1126/science.272.5266.1335,0.00481,135,0.15,Ce1Fe2Co2Sb12,"melted, vacuum",polycrystalline,400,,107.69,3994000,7379,3223,747,21.971,34,208,0.000376,18100,
10.1126/science.272.5266.1336,0.00985,-102,0.04,Ce1Fe1Co3Sb12,"melted, vacuum",polycrystalline,400,,107.88,3988000,7391,3261,747,21.971,34,101,0.000106,10500,
10.1126/science.272.5266.1337,0.045,12,0.000129,Ce1Fe1.5Co2.5Sb12,"melted, vacuum",polycrystalline,400,,107.78,3991000,7385,3242,747,21.971,34,22.4,3.23E-07,144,
10.1126/science.272.5266.1338,0.00183,143,0.44,La1Fe3Co1Sb12,"melted, vacuum",polycrystalline,400,1.6,107.44,4003000,7366,3185,752.85,22.143,34,546,0.00111,20400,0.333
10.1126/science.272.5266.1339,0.0013,129,0.89,Ce1Fe4Sb12,"melted, vacuum",polycrystalline,700,,107.33,4005000,7355,3146,762.3,22.421,34,768,0.00127,16600,
10.1126/science.272.5266.1340,0.00202,150,0.78,Ce1Fe3Co1Sb12,"melted, vacuum",polycrystalline,700,,107.51,4000000,7367,3185,756.81,22.259,34,496,0.00111,22500,
10.1126/science.272.5266.1341,0.00331,162,0.56,Ce1Fe2.5Co1.5Sb12,"melted, vacuum",polycrystalline,700,,107.6,3997000,7373,3204,756.81,22.259,34,302,0.000793,26200,
10.1126/science.272.5266.1342,0.00488,164,0.39,Ce1Fe2Co2Sb12,"melted, vacuum",polycrystalline,700,,107.69,3994000,7379,3223,747,21.971,34,205,0.000551,26900,
10.1126/science.272.5266.1343,0.00609,-141,0.23,Ce1Fe1Co3Sb12,"melted, vacuum",polycrystalline,700,,107.88,3988000,7391,3261,747,21.971,34,164,0.000326,19800,
10.1126/science.272.5266.1344,0.012,-36,0.00742,Ce1Fe1.5Co2.5Sb12,"melted, vacuum",polycrystalline,700,,107.78,3991000,7385,3242,747,21.971,34,83.8,1.06E-05,1260,
10.1126/science.272.5266.1345,0.00232,210,1.34,La1Fe3Co1Sb12,"melted, vacuum",polycrystalline,700,1.57,107.44,4003000,7366,3185,752.85,22.143,34,431,0.00191,44300,0.469
10.1126/science.272.5266.1346,0.00174,157,1.41,Ce1Fe4Sb12,"melted, vacuum",polycrystalline,1000,,107.33,4005000,7355,3146,762.3,22.421,34,574,0.00141,24600,
10.1126/science.272.5266.1347,0.0023,176,1.35,Ce1Fe3Co1Sb12,"melted, vacuum",polycrystalline,1000,,107.51,4000000,7367,3185,756.81,22.259,34,434,0.00135,31100,
10.1126/science.272.5266.1348,0.00339,190,1.06,Ce1Fe2.5Co1.5Sb12,"melted, vacuum",polycrystalline,1000,,107.6,3997000,7373,3204,756.81,22.259,34,295,0.00106,36100,
10.1126/science.272.5266.1349,0.00499,118,0.28,Ce1Fe2Co2Sb12,"melted, vacuum",polycrystalline,1000,,107.69,3994000,7379,3223,747,21.971,34,200,0.000278,13900,
10.1126/science.272.5266.1350,0.00448,-138,0.42,Ce1Fe1Co3Sb12,"melted, vacuum",polycrystalline,1000,,107.88,3988000,7391,3261,747,21.971,34,223,0.000425,19000,
10.1126/science.272.5266.1351,0.00397,-90,0.2,Ce1Fe1.5Co2.5Sb12,"melted, vacuum",polycrystalline,1000,,107.78,3991000,7385,3242,747,21.971,34,252,0.000203,8080,
