doi,compound name,formula,group,organic,inorganic,iupac,dimensionality,sample type,code,level of theory,Exchange-correlation functional,k-point grid,level of relativity,basis set definition,numerical accuracy,synthesis starting materials,synthesis product,synthesis description,experimental method,experimental description
10.1039/C7SC04539E,Bis(1-butyl-1-methylpyrrolidinium) antimony chloride,C18H40N2SbCl5,"bis(1-butyl-1-methylpyrrolidinium) pentachloroantimonate(III), (C9NH20)2SbCl5, (C9H20N)2SbCl5",C9H20N,"SbCl5, Antimony chloride",bis(1-butyl-1-methylpyrrolidinium) antimony(III) chloride,0,powder,,,,,,,,"antimony trichloride (SbCl3), dimethylformamide (DMF, 99.8%), 1-butyl-1-methylpyrrolidinium chloride (C9NH20Cl)",Colorless crystals,Antimony(II) chloride and 1-butyl-1-methylpyrrolidinium chloride were mixed in a 1 : 2 molar ratio in DMF. Bulk crystals were prepared by diffusing acetone into DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.,Photoluminescence quantum efficiency using integrating sphere,An integrating sphere incorporated in FLS980 spectrofluorometer (Edinburgh Instruments) was used to measure the PLQE.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,powder,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Thermogravimetric analysis (TGA),"TA instruments Q50 TGA system was used to collect the data. The sample was heated at a rate of 5 °C/ min, under a nitrogen flux of 100 mL/min."
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,powder,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Thermogravimetric analysis (TGA),"TA instruments Q50 TGA system was used to collect the data. The sample was heated at a rate of 5 °C/ min, under a nitrogen flux of 100 mL/min."
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,powder,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Thermogravimetric analysis (TGA),"TA instruments Q50 TGA system was used to collect the data. The sample was heated at a rate of 5 °C/ min, under a nitrogen flux of 100 mL/min."
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,powder,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Thermogravimetric analysis (TGA),"TA instruments Q50 TGA system was used to collect the data. The sample was heated at a rate of 5 °C/ min, under a nitrogen flux of 100 mL/min."
10.1039/C7SC04539E,Bis(1-butyl-1-methylpyrrolidinium) antimony chloride,C18H40N2SbCl5,"bis(1-butyl-1-methylpyrrolidinium) pentachloroantimonate(III), (C9NH20)2SbCl5, (C9H20N)2SbCl5",C9H20N,"SbCl5, Antimony chloride",bis(1-butyl-1-methylpyrrolidinium) antimony(III) chloride,0,powder,,,,,,,,"antimony trichloride (SbCl3), dimethylformamide (DMF, 99.8%), 1-butyl-1-methylpyrrolidinium chloride (C9NH20Cl)",Colorless crystals,Antimony(II) chloride and 1-butyl-1-methylpyrrolidinium chloride were mixed in a 1 : 2 molar ratio in DMF. Bulk crystals were prepared by diffusing acetone into DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.,Thermogravimetric analysis (TGA),"TA instruments Q50 TGA system was used to collect the data. The sample was heated at a rate of 5 °C/ min, under a nitrogen flux of 100 mL/min."
10.1039/C7SC04539E,Bis(1-butyl-1-methylpyrrolidinium) antimony chloride,C18H40N2SbCl5,"bis(1-butyl-1-methylpyrrolidinium) pentachloroantimonate(III), (C9NH20)2SbCl5, (C9H20N)2SbCl5",C9H20N,"SbCl5, Antimony chloride",bis(1-butyl-1-methylpyrrolidinium) antimony(III) chloride,0,powder,,,,,,,,"antimony trichloride (SbCl3), dimethylformamide (DMF, 99.8%), 1-butyl-1-methylpyrrolidinium chloride (C9NH20Cl)",Colorless crystals,Antimony(II) chloride and 1-butyl-1-methylpyrrolidinium chloride were mixed in a 1 : 2 molar ratio in DMF. Bulk crystals were prepared by diffusing acetone into DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.,Thermogravimetric analysis (TGA),"TA instruments Q50 TGA system was used to collect the data. The sample was heated at a rate of 5 °C/ min, under a nitrogen flux of 100 mL/min."
10.1039/C7TA06679A,Tris(methylammonium) antimony iodide,C3H18N3Sb2I9,"MA3Sb2I9, (CH3NH3)3Sb2I9, tris(methanaminium) nonaiodo diantimonate(III)",CH6N,"Sb2I9, Antimony iodide",tris(methanaminium) antimony iodide,0,film,,,,,,,,"SbI3 (99.998%), methylamine (CH3NH2, 40 wt.% in water), dimethylformamide (DMF), Aqueous hydroiodic acid (HI) (57 wt.% in water)",orange MA2Sb2I9 film,SbI3 and MAI were dissolved in the DMF and heated at 70 °C overnight. The heating was stopped and a specific volume of HI was added to it. The solution was spin-coated (6000 rpm) onto ITO/PEDOT:PSS substrates and was annealed at 70 °C.,UV-vis absorption,The absorption spectrum was measured using a Jacobs V-670 UV–Vis spectrophotometer
10.1039/c7tc04868h,N-(3-aminopropyl)imidazole lead chloride,C6H13N3PbCl4,"N-(3-aminopropyl)imidazole tetrachloroplumbate(II),  3-(propane-1-aminium)imidazolium tetrachloroplumbate(II)",C6H13N3,"PbCl4, Lead chloride",3-(propane-1-aminium)imidazolium lead (II) chloride,2,single crystal,,,,,,,,"HCl (38%), methanol (99.5%), Pb(Ac)2.3H2O (99.5%), 1-(3-aminopropyl)imidazole (97%)",colorless plate-like crystals,"Step1: fabrication of 1-(3-Aminopropyl)imidazole chloride:
1:1 mole ratio of 1-(3-aminopropyl)imidazole and dilute aqueous HCl solution were mixed.
By volatilizing the solvent, the white powder 1-(3-aminopropyl)imidazole chloride was obtained. After recrystallization with methanol three times, the purified white powder was dried at 333 K in a vacuum oven for 48 h.
Step2: Single-crystal growth for N-(3-aminopropyl)imidazole lead chloride
3.79 g Pb(Ac)2.3H2O, and 1.98g 1-(3-aminopropyl)imidazole chloride were added into an aqueous HCl solution (38%, 150mL). After heating for 50 mins, the solution became clear. By slowly evaporating the solvent at room temperature for several weeks, colorless single crystals were produced.",Single crystal X-ray diffraction,Single-crystal X-ray diffraction was collected using Bruker D8 diffractomenter by graphite-monochromatized Mo Kα radiation (λ = 0.71073 Å). Data reduction and empirical absorption correction was done by Crystal Clear software. The crystal structure was resolved using SHELXTL software by full-matrix least squares on F^2 using SHELXTL-97.
10.1039/c8cc00786a,N-methyldabconium lead iodide,C7H15N2PbI3,"N-methyldabconium trichloroplumbate(II), (N-methyldabconium)PbI3",C7H15N2,"PbI3, Lead iodide",N-methyldabconium lead (II) iodide,1,single crystal,,,,,,,,"[N-methyldabconium]I, PbI2 and DMF",Light-yellow rod-shaped [N-methyldabconium]PbI3 crystals,"A 1:1 molar ratio of PbI2 and [N-methyldabconium]I was mixed in DMF, where crystals were obtained after a slow evaporation at 333K after 2 weeks.",Single crystal X-ray diffraction,Data were recorded using graphite-monochromated Mo Ka (λ = 0.71073 Å) radiation on a CCD area detector (Bruker SMART)
10.1039/c8cc00786a,N-methyldabconium lead iodide,C7H15N2PbI3,"N-methyldabconium trichloroplumbate(II), (N-methyldabconium)PbI3",C7H15N2,"PbI3, Lead iodide",N-methyldabconium lead (II) iodide,1,single crystal,,,,,,,,"[N-methyldabconium]I, PbI2 and DMF",[N-methyldabconium]PbI3,"A 1:1 molar ratio of PbI2 and [N-methyldabconium]I was mixed in DMF, where crystals were obtained after a slow evaporation at 333K after 2 weeks.",,
10.1039/c8cc00786a,N-methyldabconium lead iodide,C7H15N2PbI3,"N-methyldabconium trichloroplumbate(II), (N-methyldabconium)PbI3",C7H15N2,"PbI3, Lead iodide",N-methyldabconium lead (II) iodide,1,single crystal,,,,,,,,"[N-methyldabconium]I, PbI2 and DMF",Light-yellow rod-shaped [N-methyldabconium]PbI3 crystals,"A 1:1 molar ratio of PbI2 and [N-methyldabconium]I was mixed in DMF, where crystals were obtained after slow evaporation at 333K after 2 weeks.",UV-vis absorption (diffuse reflectance),The spectrum was recorded on a Shimadzu UV-3010 UV-vis-NIR spectrometer using BaSO4 as the reference of 100% reflectance.
10.1039/c8cc00786a,N-methyldabconium lead iodide,C7H15N2PbI3,"N-methyldabconium trichloroplumbate(II), (N-methyldabconium)PbI3",C7H15N2,"PbI3, Lead iodide",N-methyldabconium lead (II) iodide,1,single crystal,,,,,,,,"[N-methyldabconium]I, PbI2 and DMF",Light-yellow rod-shaped [N-methyldabconium]PbI3 crystals,"A 1:1 molar ratio of PbI2 and [N-methyldabconium]I was mixed in DMF, where crystals were obtained after a slow evaporation at 333K after 2 weeks.",Single crystal X-ray diffraction,Data were recorded using graphite-monochromated Mo Ka (λ = 0.71073 Å) radiation on a CCD area detector (Bruker SMART)
10.1039/c8cc00786a,N-methyldabconium lead iodide,C7H15N2PbI3,"N-methyldabconium trichloroplumbate(II), (N-methyldabconium)PbI3",C7H15N2,"PbI3, Lead iodide",N-methyldabconium lead (II) iodide,1,single crystal,,,,,,,,"[N-methyldabconium]I, PbI2 and DMF",Light-yellow rod-shaped [N-methyldabconium]PbI3 crystals,"A 1:1 molar ratio of PbI2 and [N-methyldabconium]I was mixed in DMF, where crystals were obtained after a slow evaporation at 333K after 2 weeks.",Single crystal X-ray diffraction,Data were recorded using graphite-monochromated Mo Ka (λ = 0.71073 Å) radiation on a CCD area detector (Bruker SMART)
10.1039/c8cc01663a,"2-methyl-1,5-diaminopentane lead bromide",C6H18N2PbBr4,"2-methyl-5-aminopentane-1-aminium tetrabromoplumbate(II), (2meptH2)PbBr4",C6H18N2,"PbBr4, Lead bromide",2-methyl-5-aminopentane-1-aminium lead (II) bromide,2,single crystal,,,,,,,,"PbAc2·3H2O, HBr solution, 2-methyl1,5-diaminopentane (2mept)",colorless plate-like crystals,"Step1. Fabrication of (2meptH2)PbBr4 powder

0.005 mol PbAc2·3H2O (1.8967 g) was added into 20 ml 47% HBr solution. Then 0.005 mol (0.5811 g) 2-methyl1,5-diaminopentane (2mept) was dropwise added into the above solution, under stirring and heating for 5mins. After cooling down to room temperature, and drying under vacuum, (2meptH2)PbBr4 powder will be obtained. 

Step2:  (2meptH2)PbBr4 single crystal fabrication by temperature-lowering method. 

Prepare a saturated solution of (2meptH2)PbBr4 at  50 ~ 55 °C, and then preheated to  65 °C in order to form a clear solution. Decrease temperature at a rate of 1.0 °C/day, after 2 weeks colorless (2meptH2)PbBr4 will be obtained.",Single crystal X-ray diffraction,"SuperNova diffractometer with graphite-monochromatized Mo Kα
radiation (λ = 0.71073 Å) was used to get single-crystal X-ray diffraction  at 295 K. CrystalClear software was used to do data procession. SHELXLTL software package was used to resolve crystal structure in direct methods and crystal refined in full-matrix least-squares refinements."
10.1039/c8cc01663a,"2-methyl-1,5-diaminopentane lead bromide",C6H18N2PbBr4,"2-methyl-5-aminopentane-1-aminium tetrabromoplumbate(II), (2meptH2)PbBr4",C6H18N2,"PbBr4, Lead bromide",2-methyl-5-aminopentane-1-aminium lead (II) bromide,2,single crystal,,,,,,,,"PbAc2·3H2O, HBr solution, 2-methyl1,5-diaminopentane (2mept)",colorless crystals,"Step1. Fabrication of (2meptH2)PbBr4 powder - 0.005 mol PbAc2·3H2O (1.8967 g) was added into 20 ml 47% HBr solution. Then 0.005 mol (0.5811 g) 2-methyl1,5-diaminopentane (2mept) was dropwisely added to the above solution, under stirring and heating for 5 mins. After cooling down to room temperature, and dried under vacuum, (2meptH2)PbBr4 powder was obtained. Step2: (2meptH2)PbBr4 single crystal fabrication - prepare a saturated solution of (2meptH2)PbBr4 at 50 ~ 55 °C, and then preheated to 65 °C in order to form a clear solution. Decrease temperature at a rate of 1.0 °C/day, after 2 weeks colorless (2meptH2)PbBr4 will be obtained.",Photoluminescence,Edinburgh FLS980 fluorescence spectrometer was used to get emission spectra.
10.1039/c8cc01663a,"2-methyl-1,5-diaminopentane lead bromide",C6H18N2PbBr4,"2-methyl-5-aminopentane-1-aminium tetrabromoplumbate(II), (2meptH2)PbBr4",C6H18N2,"PbBr4, Lead bromide",2-methyl-5-aminopentane-1-aminium lead (II) bromide,2,single crystal,,,,,,,,"PbAc2·3H2O, HBr solution, 2-methyl1,5-diaminopentane (2mept)",colorless crystals,"Step1. Fabrication of (2meptH2)PbBr4 powder -  0.005 mol PbAc2·3H2O (1.8967 g) was added into 20 ml 47% HBr solution. Then 0.005 mol (0.5811 g) 2-methyl1,5-diaminopentane (2mept) was dropwisely added to the above solution, under stirring and heating for 5 mins. After cooling down to room temperature, and dried under vacuum, (2meptH2)PbBr4 powder was obtained. 
Step2: (2meptH2)PbBr4 single crystal fabrication - prepare a saturated solution of (2meptH2)PbBr4 at 50 ~ 55 °C, and then preheated to 65 °C in order to form a clear solution. Decrease temperature at a rate of 1.0 °C/day, after 2 weeks colorless (2meptH2)PbBr4 will be obtained.",UV-vis absorption,Perkin-Elmer Lambda 900 UV–Vis–NIR spectrophotometer was used to get the absorption spectrum at room temperature. BaSO4 was used as the 100% reflectance reference.
10.1039/C8SC03863E,Bis(2-ethyl-hexylammonium) lead iodide,C16H40N2PbI4,"bis(2-ethyl-1-hexanaminium) tetraiodoplumbate(II), (2-Et-ha)2PbI4",C8H20N,"PbI4, Lead iodide",bis(2-ethyl-1-hexanaminium) lead (II) iodide,2,single crystal,,,,,,,,"2-Ethyl-1-hexylamine (2-Et-ha, 98%), hydriodic acid (HI) solution (57 wt%, stabilized, 99.95%), PbI2",clear orange plate-like crystal,"2-Et-ha∙HI salt was synthesized by adding a stoichiometric volume of HI into 2-Ethyl-1-hexylamine in a cold water bath, evaporating water at 150 ˚C on a hot plate and vacuum drying at 150 ˚C at 40 mtorr for a week. Thin plate-like (2-Et-ha)2PbI4 crystals were grown by adding stoichiometric amounts of PbI2 (0.25 mmol) and 1-Me-ha∙HI  (0.5 mmol) to a solution of 0.5 mL HI solution and 0.5 mL methanol followed by slow evaporation of the solution over a week. The crystals were filtered and washed with ethyl ether.",Single crystal X-ray Diffraction,Data were collected using Bruker D8 ADVANCE Series II diffractometer using Mo Kα radiation (= 0.71073 Å).
10.1039/C8SC03863E,1-methyl-hexylammonium lead iodide,C14H36N2PbI4,"1-methyl-hexanaminium tetraiodoplumbate(II), [C14H36N2]PbI4, (1-Me-ha)2PbI4",C7H18N,"PbI4, Lead iodide",1-methyl-hexanaminium lead (II) iodide,2,single crystal,,,,,,,,"2-Aminoheptane (1-Me-ha, 99%), hydriodic acid (HI) solution (57 wt%, stabilized, 99.95%), PbI2",Clear light orange plate-like crystals,"1Me-ha∙HI salt was synthesized by adding a stoichiometric volume of HI into  2-Aminoheptane in a cold water bath, evaporating water at 150 ˚C on a hot plate and vacuum drying at 150 ˚C at 40 mtorr for a week. Thin plate-like (1-Me-ha)2PbI4 crystals were grown by adding stoichiometric amounts of PbI2 (0.25 mmol) and 1-Me-ha∙HI  (0.5 mmol) to a solution of 0.5 mL HI solution and 0.5 mL methanol followed by slow evaporation of the solution over a week. The crystals were filtered and washed with ethyl ether.",Single crystal X-ray Diffraction,Data were collected using Bruker D8 ADVANCE Series II diffractometer using Mo Kα radiation (= 0.71073 Å).
